codigo_peca;descricao_original;nome_peca;categoria;marca_fabricante;modelo_moto;preco;quantidade_estoque;quantidade_minima;status
12423;TUBO INT SUSP BIZ/POP100 98-05;TUBO INT SUSP BIZ/POP100 98-05;OUTROS;NÃO IDENTIFICADO;POP100;46.61;26;15;DISPONIVEL
12425;TUBO INT SUSP FACTOR/YBR125 00-02/00-15;TUBO INT SUSP FACTOR/YBR125 00-02/00-15;OUTROS;NÃO IDENTIFICADO;YBR125;54.50;25;9;DISPONIVEL
12457;RETROVISOR BIZ100 PT;RETROVISOR BIZ100 PT;OUTROS;NÃO IDENTIFICADO;BIZ100;14.86;38;5;DISPONIVEL
12539;RAIO DIANT BIZ100-125 TAMBOR CR 36PC;RAIO DIANT BIZ100-125 TAMBOR CR 36PC;PNEU/RODA;NÃO IDENTIFICADO;BIZ100;39.43;87;9;DISPONIVEL
12540;RAIO DIANT POP100 TAMBOR CR 36PC;RAIO DIANT POP100 TAMBOR CR 36PC;PNEU/RODA;NÃO IDENTIFICADO;POP100;33.69;66;13;DISPONIVEL
12541;RAIO TRAS BIZ100-125/POP100 CR 36PC;RAIO TRAS BIZ100-125/POP100 CR 36PC;PNEU/RODA;NÃO IDENTIFICADO;BIZ100 / POP100;37.25;3;5;ESTOQUE BAIXO
12544;RAIO DIANT TITAN125ES DISCO CR 36PC;RAIO DIANT TITAN125ES DISCO CR 36PC;PNEU/RODA;NÃO IDENTIFICADO;NÃO IDENTIFICADO;38.90;71;17;DISPONIVEL
12546;RAIO TRAS TITAN150ES-KS CR 36PC;RAIO TRAS TITAN150ES-KS CR 36PC;PNEU/RODA;NÃO IDENTIFICADO;NÃO IDENTIFICADO;45.02;63;19;DISPONIVEL
12547;RAIO TRAS TITAN150ES-KS 4MM CR 36PC;RAIO TRAS TITAN150ES-KS 4MM CR 36PC;PNEU/RODA;NÃO IDENTIFICADO;NÃO IDENTIFICADO;51.71;82;7;DISPONIVEL
12550;RAIO DIANT BROS125 TAMBOR CR 36PC;RAIO DIANT BROS125 TAMBOR CR 36PC;PNEU/RODA;NÃO IDENTIFICADO;BROS125;50.41;71;4;DISPONIVEL
12551;RAIO DIANT BROS150 DISCO CR 36PC;RAIO DIANT BROS150 DISCO CR 36PC;PNEU/RODA;NÃO IDENTIFICADO;BROS150;44.72;0;11;SEM ESTOQUE
12554;RAIO DIANT NX400 DISCO 4MM CR 36PC;RAIO DIANT NX400 DISCO 4MM CR 36PC;PNEU/RODA;NÃO IDENTIFICADO;NÃO IDENTIFICADO;56.33;35;14;DISPONIVEL
12555;RAIO TRAS NX400 4MM CR 36PC;RAIO TRAS NX400 4MM CR 36PC;PNEU/RODA;NÃO IDENTIFICADO;NÃO IDENTIFICADO;51.72;72;16;DISPONIVEL
12556;RAIO DIANT XLR125/XLS TAMBOR CR 36PC;RAIO DIANT XLR125/XLS TAMBOR CR 36PC;PNEU/RODA;NÃO IDENTIFICADO;NÃO IDENTIFICADO;50.63;63;4;DISPONIVEL
12560;RAIO DIANT XR250 DISCO 4MM CR 36PC;RAIO DIANT XR250 DISCO 4MM CR 36PC;PNEU/RODA;NÃO IDENTIFICADO;NÃO IDENTIFICADO;56.19;90;20;DISPONIVEL
12561;RAIO TRAS XR250 4MM CR 36PC;RAIO TRAS XR250 4MM CR 36PC;PNEU/RODA;NÃO IDENTIFICADO;NÃO IDENTIFICADO;51.69;10;12;ESTOQUE BAIXO
12562;RAIO TRAS XT600E 4MM CR 36PC;RAIO TRAS XT600E 4MM CR 36PC;PNEU/RODA;NÃO IDENTIFICADO;NÃO IDENTIFICADO;51.72;54;12;DISPONIVEL
12570;RAIO DIANT LANDER250 DISCO CR 36PC;RAIO DIANT LANDER250 DISCO CR 36PC;PNEU/RODA;NÃO IDENTIFICADO;LANDER250;50.61;55;7;DISPONIVEL
12571;RAIO TRAS LANDER250 CR 36PC;RAIO TRAS LANDER250 CR 36PC;PNEU/RODA;NÃO IDENTIFICADO;LANDER250;43.85;87;7;DISPONIVEL
1466;PASTILHA DIANT CB400 IMPORTADA 902;PASTILHA DIANT CB400 IMPORTADA 902;FREIO;NÃO IDENTIFICADO;CB400;16.14;74;4;DISPONIVEL
1468;PASTILHA TRAS CB/CBR450 905;PASTILHA TRAS CB/CBR450 905;FREIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;10.93;14;17;ESTOQUE BAIXO
1469;PASTILHA DIANT CBR250-450/CBX250 915;PASTILHA DIANT CBR250-450/CBX250 915;FREIO;NÃO IDENTIFICADO;CBX250;22.57;80;15;DISPONIVEL
1486;COLETOR ADMISSAO NX350;COLETOR ADMISSAO NX350;OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;32.43;13;7;DISPONIVEL
1487;COLETOR ADMISSAO XL125;COLETOR ADMISSAO XL125;OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;21.47;13;3;DISPONIVEL
1488;PASTILHA DIANT DTZ/TDR180/XT600 913;PASTILHA DIANT DTZ/TDR180/XT600 913;FREIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;15.27;26;7;DISPONIVEL
1489;PASTILHA DIANT ML/TITAN125/TURUNA 906;PASTILHA DIANT ML/TITAN125/TURUNA 906;FREIO;NÃO IDENTIFICADO;TITAN125;7.83;55;11;DISPONIVEL
1490;PASTILHA DIANT BROS150/NX150-200-350 917;PASTILHA DIANT BROS150/NX150-200-350 917;FREIO;NÃO IDENTIFICADO;BROS150;15.54;17;13;DISPONIVEL
1493;PASTILHA DIANT LEAD125/WIND/XLX350 909;PASTILHA DIANT LEAD125/WIND/XLX350 909;FREIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;13.81;36;9;DISPONIVEL
1496;PATIN TRAS CG/TITAN125/TODAY 99 304;PATIN TRAS CG/TITAN125/TODAY 99 304;OUTROS;NÃO IDENTIFICADO;TITAN125;12.68;58;17;DISPONIVEL
1498;PATIN TRAS CBX200/NX350 314;PATIN TRAS CBX200/NX350 314;OUTROS;NÃO IDENTIFICADO;CBX200;18.65;2;18;ESTOQUE BAIXO
1506;PATIN TRAS BIZ100-125/BROS150/XL125 320;PATIN TRAS BIZ100-125/BROS150/XL125 320;OUTROS;NÃO IDENTIFICADO;BIZ100 / BROS150;14.21;45;12;DISPONIVEL
1508;PATIN TRAS XLX250-350 313;PATIN TRAS XLX250-350 313;OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;16.42;90;3;DISPONIVEL
1550;GRAXA BRANCA PROTECTION CHAIN 80G;GRAXA BRANCA PROTECTION CHAIN 80G;ÓLEO/LUBRIFICANTE;NÃO IDENTIFICADO;NÃO IDENTIFICADO;2.78;91;13;DISPONIVEL
1573;JOGO JUNTA BIZ100/DREAM S/BORR;JOGO JUNTA BIZ100/DREAM S/BORR;MOTOR;NÃO IDENTIFICADO;BIZ100;21.34;71;18;DISPONIVEL
1577;JUNTA CILINDRO BIZ100/DREAM;JUNTA CILINDRO BIZ100/DREAM;MOTOR;NÃO IDENTIFICADO;BIZ100;1.40;9;20;ESTOQUE BAIXO
1578;JUNTA TAMPA LAT LD DREAM;JUNTA TAMPA LAT LD;MOTOR;NÃO IDENTIFICADO;DREAM;6.33;69;4;DISPONIVEL
1579;JUNTA TAMPA LAT LE CABEC BIZ100/DREAM;JUNTA TAMPA LAT LE CABEC BIZ100/DREAM;MOTOR;NÃO IDENTIFICADO;BIZ100;1.32;1;9;ESTOQUE BAIXO
16;CACHIMBO VELA CG/ML/TITAN/TURUNA LDO5FP;CACHIMBO VELA CG/ML/TITAN/TURUNA LDO5FP;OUTROS;NÃO IDENTIFICADO;TITAN;11.72;69;19;DISPONIVEL
1608;AGULHA BOIA C/SEDE CBX150-200/TITAN150;AGULHA BOIA C/SEDE CBX150-200/TITAN150;OUTROS;NÃO IDENTIFICADO;TITAN150 / CBX150;8.72;35;17;DISPONIVEL
1659;BAU GIVI TRAFFIC 27L PT S/LENTE;BAU GIVI TRAFFIC 27L PT S/LENTE;ACESSÓRIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;199.62;62;3;DISPONIVEL
1675;JOGO JUNTA DESCARB CBX/NX/XR200 S/BORR;JOGO JUNTA DESCARB CBX/NX/XR200 S/BORR;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;11.02;33;10;DISPONIVEL
1677;JUNTA TAMPA LAT LD CBX/NX/XR200;JUNTA TAMPA LAT LD CBX/NX/XR200;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;5.80;6;19;ESTOQUE BAIXO
17;CACHIMBO VELA CB400-450 80;CACHIMBO VELA CB400-450 80;OUTROS;NÃO IDENTIFICADO;CB400;25.10;23;5;DISPONIVEL
170;BUCHA Q ELAST CG/ML/TURUNA 82-88;BUCHA Q ELAST CG/ML/TURUNA 82-88;OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;6.71;39;17;DISPONIVEL
1701;JUNTA BASE PLATINADO OHC CBX200/TURUNA;JUNTA BASE PLATINADO OHC CBX200/TURUNA;MOTOR;NÃO IDENTIFICADO;CBX200;1.46;96;13;DISPONIVEL
1722;BUCHA ESPAC TRAS ENTRE ROL TITAN125 00;BUCHA ESPAC TRAS ENTRE ROL TITAN125 00;OUTROS;NÃO IDENTIFICADO;TITAN125;8.26;81;11;DISPONIVEL
1738;JOGO JUNTA NX350 S/BORR;JOGO JUNTA NX350 S/BORR;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;54.88;74;14;DISPONIVEL
1754;MANETE EMBR CBX150-200-250 00-08 PT;MANETE EMBR CBX150-200-250 00-08 PT;PEDAIS/COMANDOS;NÃO IDENTIFICADO;CBX150;5.05;1;9;ESTOQUE BAIXO
179;COLETOR ADMISSAO FACTOR/YBR125 09;COLETOR ADMISSAO FACTOR/YBR125 09;OUTROS;NÃO IDENTIFICADO;YBR125;19.06;19;15;DISPONIVEL
18;CACHIMBO VELA XLX/XR250 SDO5FMGC;CACHIMBO VELA XLX/XR250 SDO5FMGC;OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;17.60;45;5;DISPONIVEL
1810;GUARNICAO ESCAPE BROS125;GUARNICAO ESCAPE BROS125;ESCAPAMENTO;NÃO IDENTIFICADO;BROS125;7.31;88;8;DISPONIVEL
1820;GUARNICAO ESCAPE BROS150;GUARNICAO ESCAPE BROS150;ESCAPAMENTO;NÃO IDENTIFICADO;BROS150;7.33;13;15;ESTOQUE BAIXO
1892;JOGO JUNTA MOBILETE AV10;JOGO JUNTA MOBILETE AV10;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;6.41;94;5;DISPONIVEL
1899;GUARNICAO ESCAPE XTZ125;GUARNICAO ESCAPE XTZ125;ESCAPAMENTO;NÃO IDENTIFICADO;XTZ125;6.76;90;6;DISPONIVEL
191;COLETOR ADMISSAO CG/ML/TURUNA ECCO 82;COLETOR ADMISSAO CG/ML/TURUNA ECCO 82;OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;10.86;10;12;ESTOQUE BAIXO
192;COLETOR ADMISSAO CG/ML/TURUNA ECCO 83-02;COLETOR ADMISSAO CG/ML/TURUNA ECCO 83-02;OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;12.37;31;5;DISPONIVEL
197;COLETOR ADMISSAO LE XT600;COLETOR ADMISSAO LE XT600;OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;28.25;0;12;SEM ESTOQUE
1992;PISTAO C/ANEIS XTZ/YBR125 STD;PISTAO C/ANEIS XTZ/YBR125 STD;MOTOR;NÃO IDENTIFICADO;YBR125;85.69;72;4;DISPONIVEL
1993;PISTAO C/ANEIS XTZ/YBR125 0,25;PISTAO C/ANEIS XTZ/YBR125 0,25;MOTOR;NÃO IDENTIFICADO;YBR125;85.69;64;12;DISPONIVEL
1994;PISTAO C/ANEIS XTZ/YBR125 0,50;PISTAO C/ANEIS XTZ/YBR125 0,50;MOTOR;NÃO IDENTIFICADO;YBR125;85.69;55;20;DISPONIVEL
1999;RETENTOR GARFO CB500/CBX250/NX350/XR200;RETENTOR GARFO CB500/CBX250/NX350/XR200;SUSPENSÃO;NÃO IDENTIFICADO;CB500 / CBX250;18.74;34;7;DISPONIVEL
2214;ANEL ESCAPE MOBILETE AV7-10;ANEL ESCAPE MOBILETE AV7-10;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;1.49;100;17;DISPONIVEL
258;EIXO Q ELASTICO COMP CG/ML/TUR82-83 4PC;EIXO Q ELASTICO COMP CG/ML/TUR82-83 4PC;OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;16.04;9;9;ESTOQUE BAIXO
2778;FUSIVEL 10A MINI LAMINA TITAN150;FUSIVEL 10A MINI LAMINA TITAN150;OUTROS;NÃO IDENTIFICADO;TITAN150;0.50;6;10;ESTOQUE BAIXO
2779;FUSIVEL 15A MINI LAMINA TITAN150;FUSIVEL 15A MINI LAMINA TITAN150;OUTROS;NÃO IDENTIFICADO;TITAN150;0.50;71;18;DISPONIVEL
2807;PORCA TRAVA RODA TRAS XL/XLX250 M16X1,5;PORCA TRAVA RODA TRAS XL/XLX250 M16X1,5;PNEU/RODA;NÃO IDENTIFICADO;NÃO IDENTIFICADO;0.93;81;14;DISPONIVEL
2811;ANEL ESCAPE CB300/CBX250 01-08;ANEL ESCAPE CB300/CBX250 01-08;MOTOR;NÃO IDENTIFICADO;CB300 / CBX250;7.94;62;18;DISPONIVEL
282;JUNTA CILINDRO CG/ML;JUNTA CILINDRO CG/ML;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;1.70;33;9;DISPONIVEL
291;JUNTA TAMPA LAT LE CG/ML;JUNTA TAMPA LAT LE CG/ML;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;3.61;33;10;DISPONIVEL
293;JUNTA TAMPA LAT LD CG/ML/TURUNA;JUNTA TAMPA LAT LD CG/ML/TURUNA;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;5.27;54;18;DISPONIVEL
2986;MANOPLA C/ROLDANA TITAN125-150 PT;MANOPLA C/ROLDANA TITAN125-150 PT;PEDAIS/COMANDOS;NÃO IDENTIFICADO;TITAN125;7.34;12;17;ESTOQUE BAIXO
325;MANETE EMBR CG/ML/TURUNA 83 PT;MANETE EMBR CG/ML/TURUNA 83 PT;PEDAIS/COMANDOS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;5.05;88;12;DISPONIVEL
330;MANETE EMBR XL/XLX250/XLR125 PT;MANETE EMBR XL/XLX250/XLR125 PT;PEDAIS/COMANDOS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;5.05;86;18;DISPONIVEL
333;SUPORTE MANETE FREIO CG/TITAN125 83-99;SUPORTE MANETE FREIO CG/TITAN125 83-99;FREIO;NÃO IDENTIFICADO;TITAN125;7.24;47;20;DISPONIVEL
336;SUPORTE MANETE EMBR XL/XLX250;SUPORTE MANETE EMBR XL/XLX250;ACESSÓRIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;7.24;57;5;DISPONIVEL
3466;CARCACA FAROL CB400/CBX200-250 05;CARCACA FAROL CB400/CBX200-250 05;ELÉTRICA;NÃO IDENTIFICADO;CB400 / CBX200;8.90;74;18;DISPONIVEL
347;MANETE EMBR NX150/200/350/XLX350 PT;MANETE EMBR NX150/200/350/XLX350 PT;PEDAIS/COMANDOS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;5.05;92;3;DISPONIVEL
3518;COLETOR ADMISSAO XLR125;COLETOR ADMISSAO XLR125;OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;17.23;11;14;ESTOQUE BAIXO
3578;ROLAMENTO 6000ZE EMBREAGEM BIZ100;ROLAMENTO 6000ZE EMBREAGEM BIZ100;EMBREAGEM;NÃO IDENTIFICADO;BIZ100;12.30;80;19;DISPONIVEL
3579;ROLAMENTO 6001-2NSE9 ARVORE COM TITAN150;ROLAMENTO 6001-2NSE9 ARVORE COM TITAN150;OUTROS;NÃO IDENTIFICADO;TITAN150;14.12;45;6;DISPONIVEL
3580;ROLAMENTO 6004ZE RODA TRAS YBR125;ROLAMENTO 6004ZE RODA TRAS YBR125;PNEU/RODA;NÃO IDENTIFICADO;YBR125;15.38;36;7;DISPONIVEL
3581;ROLAMENTO 6200ZZE EMBREAGEM BIZ125;ROLAMENTO 6200ZZE EMBREAGEM BIZ125;EMBREAGEM;NÃO IDENTIFICADO;BIZ125;13.58;66;10;DISPONIVEL
3585;ROLAMENTO 6203 (I) TRANSMISSAO NX400 LE;ROLAMENTO 6203 (I) TRANSMISSAO NX400 LE;RELAÇÃO/TRANSMISSÃO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;11.53;60;9;DISPONIVEL
3599;ROLAMENTO 6204ZE (I) RODA TRAS CB450;ROLAMENTO 6204ZE (I) RODA TRAS CB450;PNEU/RODA;NÃO IDENTIFICADO;CB450;17.81;66;15;DISPONIVEL
3607;ROLAMENTO 6205 MOTOR DOWNTOWN 300I;ROLAMENTO 6205 MOTOR DOWNTOWN 300I;MOTOR;NÃO IDENTIFICADO;NÃO IDENTIFICADO;21.15;33;18;DISPONIVEL
3609;ROLAMENTO 6302ZE RODA TRAS TITAN125-150;ROLAMENTO 6302ZE RODA TRAS TITAN125-150;PNEU/RODA;NÃO IDENTIFICADO;TITAN125;15.44;47;12;DISPONIVEL
3610;ROLAMENTO 6303ZE TRANSMISSAO DT200;ROLAMENTO 6303ZE TRANSMISSAO DT200;RELAÇÃO/TRANSMISSÃO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;19.29;19;6;DISPONIVEL
3611;ROLAMENTO 6304ZE RODA TRAS XT600 93-05;ROLAMENTO 6304ZE RODA TRAS XT600 93-05;PNEU/RODA;NÃO IDENTIFICADO;NÃO IDENTIFICADO;23.41;47;12;DISPONIVEL
3613;ROLAMENTO 63/28NSL 2 VIR TITAN125 99 LE;ROLAMENTO 63/28NSL 2 VIR TITAN125 99 LE;OUTROS;NÃO IDENTIFICADO;TITAN125;40.20;16;19;ESTOQUE BAIXO
384;PEDAL APOIO DIANT TITAN125 99 C/SUPORTE;PEDAL APOIO DIANT TITAN125 99 C/SUPORTE;ACESSÓRIO;NÃO IDENTIFICADO;TITAN125;39.41;59;4;DISPONIVEL
3980;VISEIRA HGF T/H 01 S/BORDA 0,8MM CRIST;VISEIRA HGF T/H 01 S/BORDA 0,8MM CRIST;EQUIPAMENTO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;2.84;9;6;DISPONIVEL
4028;BUCHA ESPAC TRAS ENTRE ROL CG 83-88;BUCHA ESPAC TRAS ENTRE ROL;OUTROS;NÃO IDENTIFICADO;CG 83;6.68;29;17;DISPONIVEL
4030;BUCHA CUBO Q ELAST TRAS LD TITAN125 99;BUCHA CUBO Q ELAST TRAS LD TITAN125 99;OUTROS;NÃO IDENTIFICADO;TITAN125;14.36;18;10;DISPONIVEL
4031;BUCHA ESPAC DIANT ENTRE ROL CG 83;BUCHA ESPAC DIANT ENTRE ROL;OUTROS;NÃO IDENTIFICADO;CG 83;8.60;10;15;ESTOQUE BAIXO
4032;BUCHA ESPAC DIANT ENTRE ROL TITAN125 00;BUCHA ESPAC DIANT ENTRE ROL TITAN125 00;OUTROS;NÃO IDENTIFICADO;TITAN125;5.63;79;10;DISPONIVEL
4174;BAU GIVI COMPACT 29L PT C/LENTE VM;BAU GIVI COMPACT 29L PT C/LENTE VM;ACESSÓRIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;194.38;95;20;DISPONIVEL
4207;PATIN TRAS TITAN125-150 302;PATIN TRAS TITAN125-150 302;OUTROS;NÃO IDENTIFICADO;TITAN125;16.44;80;17;DISPONIVEL
4221;PISTAO C/ANEIS TITAN125/TODAY 99 STD;PISTAO C/ANEIS TITAN125/TODAY 99 STD;MOTOR;NÃO IDENTIFICADO;TITAN125;66.05;25;18;DISPONIVEL
4222;PISTAO C/ANEIS TITAN125/TODAY 99 0,25;PISTAO C/ANEIS TITAN125/TODAY 99 0,25;MOTOR;NÃO IDENTIFICADO;TITAN125;66.05;2;18;ESTOQUE BAIXO
4223;PISTAO C/ANEIS TITAN125/TODAY 99 0,50;PISTAO C/ANEIS TITAN125/TODAY 99 0,50;MOTOR;NÃO IDENTIFICADO;TITAN125;66.05;40;15;DISPONIVEL
4224;PISTAO C/ANEIS TITAN125/TODAY 99 0,75;PISTAO C/ANEIS TITAN125/TODAY 99 0,75;MOTOR;NÃO IDENTIFICADO;TITAN125;66.05;41;6;DISPONIVEL
4225;PISTAO C/ANEIS TITAN125/TODAY 99 1,00;PISTAO C/ANEIS TITAN125/TODAY 99 1,00;MOTOR;NÃO IDENTIFICADO;TITAN125;66.05;88;9;DISPONIVEL
4287;CARCACA PAINEL INT TITAN125 00;CARCACA PAINEL INT TITAN125 00;OUTROS;NÃO IDENTIFICADO;TITAN125;6.88;38;12;DISPONIVEL
4306;DESCANSO CENTRAL FAN/TITAN125 00;DESCANSO CENTRAL FAN/TITAN125 00;OUTROS;NÃO IDENTIFICADO;TITAN125;42.73;58;3;DISPONIVEL
4341;EIXO Q ELASTICO COMP TITAN125 99 4PC;EIXO Q ELASTICO COMP TITAN125 99 4PC;OUTROS;NÃO IDENTIFICADO;TITAN125;26.44;57;12;DISPONIVEL
4358;ROLAMENTO 6302/16 VIR MOBILETE;ROLAMENTO 6302/16 VIR MOBILETE;OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;18.13;4;8;ESTOQUE BAIXO
4380;RABETA TITAN150 04-08 INJ PT;RABETA TITAN150 04-08 INJ PT;CARENAGEM;NÃO IDENTIFICADO;TITAN150;35.35;48;7;DISPONIVEL
4388;GUARNICAO ESCAPE NX200;GUARNICAO ESCAPE NX200;ESCAPAMENTO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;8.95;80;9;DISPONIVEL
439;PRISIONEIRO COROA CG/TITAN125;PRISIONEIRO COROA CG/TITAN125;RELAÇÃO/TRANSMISSÃO;NÃO IDENTIFICADO;TITAN125;0.61;38;9;DISPONIVEL
4392;GUARNICAO ESCAPE XT225;GUARNICAO ESCAPE XT225;ESCAPAMENTO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;7.28;64;20;DISPONIVEL
451;RELE PISCA 2P HONDA/YAMAHA;RELE PISCA 2P HONDA/YAMAHA;ELÉTRICA;NÃO IDENTIFICADO;NÃO IDENTIFICADO;10.18;94;20;DISPONIVEL
4562;BUCHA ESPAC TRAS ENTRE ROL YBR125 00;BUCHA ESPAC TRAS ENTRE ROL YBR125 00;OUTROS;NÃO IDENTIFICADO;YBR125;6.14;59;12;DISPONIVEL
4829;SUPORTE ESCAPE TITAN125/TODAY 99 PT;SUPORTE ESCAPE TITAN125/TODAY 99 PT;ACESSÓRIO;NÃO IDENTIFICADO;TITAN125;15.33;48;6;DISPONIVEL
4835;PEDAL FREIO TITAN125/TODAY 99 CR;PEDAL FREIO TITAN125/TODAY 99 CR;FREIO;NÃO IDENTIFICADO;TITAN125;33.84;21;8;DISPONIVEL
4954;MANETE EMBR INTRUDER125/KATANA 07 PT;MANETE EMBR INTRUDER125/KATANA 07 PT;PEDAIS/COMANDOS;NÃO IDENTIFICADO;INTRUDER125;5.05;41;3;DISPONIVEL
4955;MANETE FREIO INTRUDER/KATANA/YES125 PT;MANETE FREIO INTRUDER/KATANA/YES125 PT;FREIO;NÃO IDENTIFICADO;YES125;5.05;21;15;DISPONIVEL
50047;CILINDRO MESTRE BUR+DISC+PIN TITAN125;CILINDRO MESTRE BUR+DISC+PIN TITAN125;FREIO;NÃO IDENTIFICADO;TITAN125;227.36;89;10;DISPONIVEL
50215;VARETA MED NIVEL OLEO CG/TITAN125/TODAY;VARETA MED NIVEL OLEO CG/TITAN125/TODAY;ÓLEO/LUBRIFICANTE;NÃO IDENTIFICADO;TITAN125;3.25;52;15;DISPONIVEL
50216;RAIO DIANT TITAN150ES DISCO CR 36PC;RAIO DIANT TITAN150ES DISCO CR 36PC;PNEU/RODA;NÃO IDENTIFICADO;NÃO IDENTIFICADO;17.35;4;18;ESTOQUE BAIXO
50223;RAIO TRAS TITAN150ES-KS 04 CR 36PC;RAIO TRAS TITAN150ES-KS 04 CR 36PC;PNEU/RODA;NÃO IDENTIFICADO;NÃO IDENTIFICADO;17.35;65;13;DISPONIVEL
50224;RAIO DIANT XTZ125 DISCO CR 36PC;RAIO DIANT XTZ125 DISCO CR 36PC;PNEU/RODA;NÃO IDENTIFICADO;XTZ125;17.35;34;9;DISPONIVEL
50229;RAIO DIANT TITAN150KS TAMBOR CR 36PC;RAIO DIANT TITAN150KS TAMBOR CR 36PC;PNEU/RODA;NÃO IDENTIFICADO;NÃO IDENTIFICADO;17.35;90;17;DISPONIVEL
50232;INTERRUPTOR FREIO DIANT CG/ML/TURUNA 94;INTERRUPTOR FREIO DIANT CG/ML/TURUNA 94;FREIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;2.50;96;19;DISPONIVEL
50234;INTERRUPTOR FREIO TRAS CG/ML/TURUNA 84;INTERRUPTOR FREIO TRAS CG/ML/TURUNA 84;FREIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;3.70;72;8;DISPONIVEL
50235;INTERRUPTOR FREIO TRAS CG/ML/TURUNA 85;INTERRUPTOR FREIO TRAS CG/ML/TURUNA 85;FREIO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;4.28;48;15;DISPONIVEL
50261;VARETA MED NIVEL OLEO BROS/TITAN125;VARETA MED NIVEL OLEO BROS/TITAN125;ÓLEO/LUBRIFICANTE;NÃO IDENTIFICADO;TITAN125;3.03;66;3;DISPONIVEL
50371;INTERRUPTOR FREIO DIANT BIZ125;INTERRUPTOR FREIO DIANT BIZ125;FREIO;NÃO IDENTIFICADO;BIZ125;1.83;1;10;ESTOQUE BAIXO
50375;INTERRUPTOR FREIO TRAS C/MOLA BIZ125;INTERRUPTOR FREIO TRAS C/MOLA BIZ125;FREIO;NÃO IDENTIFICADO;BIZ125;3.66;13;19;ESTOQUE BAIXO
50430;DISCO EMBREAGEM NX400 99-15 7PC;DISCO EMBREAGEM NX400 99-15 7PC;EMBREAGEM;NÃO IDENTIFICADO;NÃO IDENTIFICADO;19.56;54;15;DISPONIVEL
50431;DISCO EMBREAGEM CBX/XR250 01 6PC;DISCO EMBREAGEM CBX/XR250 01 6PC;EMBREAGEM;NÃO IDENTIFICADO;NÃO IDENTIFICADO;21.92;63;5;DISPONIVEL
50674;CILINDRO MESTRE BUR E MANETE TITAN125 00;CILINDRO MESTRE BUR E MANETE TITAN125 00;FREIO;NÃO IDENTIFICADO;TITAN125;51.81;68;12;DISPONIVEL
50676;CORRENTE TRANSM SEC ML/TURUNA 16 25H 98L;CORRENTE TRANSM SEC ML/TURUNA 16 25H 98L;RELAÇÃO/TRANSMISSÃO;NÃO IDENTIFICADO;NÃO IDENTIFICADO;26.19;97;17;DISPONIVEL
51086;AUTOMATICO PART NX400/SHADOW 96;AUTOMATICO PART NX400/SHADOW 96;OUTROS;NÃO IDENTIFICADO;NÃO IDENTIFICADO;21.46;0;12;SEM ESTOQUE
51123;KIT BUCHA COROA CG/TITAN125 12PC;KIT BUCHA COROA CG/TITAN125 12PC;RELAÇÃO/TRANSMISSÃO;NÃO IDENTIFICADO;TITAN125;8.90;55;15;DISPONIVEL
51133;PLACA PARTIDA INTRUDER/YES125 02;PLACA PARTIDA INTRUDER/YES125 02;OUTROS;NÃO IDENTIFICADO;YES125;81.35;71;16;DISPONIVEL
